0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
,,,"novembre
2013","ottobre
2013","scarto
mese prec.","novembre
2012",,,,inv_2013-11.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","3,40","3,92","-0,52","3,05",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
PIANA DEGLI ALBANES,IBELICE DESTRO,"32,80","15,46","16,50","-1,04","14,04",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2013-11.pdf,0,,,
POMA,JATO,"72,50","42,49","45,16","-2,67","25,65",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
ARANCIO,CARBOJ,"34,80","20,46","21,61","-1,15","22,05",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
NICOLETTI,CRISA',"20,20","11,19","11,37","-0,18","12,73",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","13,00","12,59","0,41","13,77",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
TRINITA',DELIA,"18,00","8,41","6,96","1,45","6,32",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
OGLIASTRO,GORNALUNGA,"110,00","23,25","25,29","-2,04","34,36",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2013-11.pdf,0,,,
RUBINO,BIRGI,"11,50","6,63","6,95","-0,32","4,37",IRRIGUO,C.B. 1 - TRAPANI,,inv_2013-11.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,04","5,04","0,00","5,29",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
CIMIA,CIMIA,"10,00","5,30","6,12","-0,82","4,12",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
DISUERI,GELA,"23,60","1,13","1,37","-0,24","1,96",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2013-11.pdf,0,,,
ANCIPA,TROINA,"30,40","5,14","7,04","-1,90","1,16",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-11.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","12,42","23,96","-11,54","24,10",IRR. - ELETTR.,E.N.E.L.,,inv_2013-11.pdf,0,,,
FANACO,PLATANI,"20,70","13,09","14,49","-1,40","10,79",POTABILE,SICILIACQUE,,inv_2013-11.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","43,42","43,77","-0,35","35,88",POT. - IRR.,C.B. 2 - PALERMO,,inv_2013-11.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","11,18","11,83","-0,65","8,64",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
PRIZZI,RAIA,"9,20","5,33","5,50","-0,17","3,32",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-11.pdf,0,,,
OLIVO,OLIVO,"15,00","1,77","1,96","-0,19","3,24",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
LEONE,VERDURA,"4,19","2,61","2,77","-0,16","3,42",POT. - ELETTR.,SICILIACQUE,,inv_2013-11.pdf,0,,,
S. GIOVANNI,NARO,"16,30","11,82","11,98","-0,16","11,47",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","1,09","0,70","0,39","0,60",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","67,20","71,41","-4,21","67,04",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-11.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2013-11.pdf,0,,,
4%,-8%,TOTALI,"330,83","358,29","-27,46","317,37",,,,inv_2013-11.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2013-11.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2013-12.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE D'INVASO
(Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2013-12.pdf,0,,,
,,,"dicembre
2013","novembre
2013","scarto
mese prec.","dicembre
2012",,,,inv_2013-12.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","3,26","3,40","-0,14","2,23",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","14,36","15,46","-1,10","14,08",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2013-12.pdf,0,,,
POMA,JATO,"72,50","42,37","42,49","-0,12","23,87",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
ARANCIO,CARBOJ,"34,80","20,83","20,46","0,37","21,92",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
NICOLETTI,CRISA',"20,20","11,15","11,19","-0,04","12,52",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","12,95","13,00","-0,05","12,90",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
TRINITA',DELIA,"18,00","9,83","8,41","1,42","6,99",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
OGLIASTRO,GORNALUNGA,"110,00","22,35","23,25","-0,90","35,12",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2013-12.pdf,0,,,
RUBINO,BIRGI,"11,50","7,02","6,63","0,39","4,38",IRRIGUO,C.B. 1 - TRAPANI,,inv_2013-12.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,13","5,04","0,09","5,40",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
CIMIA,CIMIA,"10,00","4,85","5,30","-0,45","3,78",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
DISUERI,GELA,"23,60","1,83","1,13","0,70","3,86",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2013-12.pdf,0,,,
ANCIPA,TROINA,"30,40","3,59","5,14","-1,55","0,20",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-12.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","8,24","12,42","-4,18","23,91",IRR. - ELETTR.,E.N.E.L.,,inv_2013-12.pdf,0,,,
FANACO,PLATANI,"20,70","11,97","0,82","11,15","9,41",POTABILE,SICILIACQUE,,inv_2013-12.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","44,13","43,42","0,71","35,14",POT. - IRR.,C.B. 2 - PALERMO,,inv_2013-12.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","11,31","11,18","0,13","9,44",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
PRIZZI,RAIA,"9,20","3,10","5,33","-2,23","3,26",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-12.pdf,0,,,
OLIVO,OLIVO,"15,00","1,89","1,77","0,12","3,31",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
LEONE,VERDURA,"4,19","2,86","0,67","2,19","3,41",POT. - ELETTR.,SICILIACQUE,,inv_2013-12.pdf,0,,,
S. GIOVANNI,NARO,"16,30","12,27","11,82","0,45","11,95",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","1,29","1,09","0,20","0,63",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","74,83","67,20","7,63","67,20",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-12.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2013-12.pdf,0,,,
5%,5%,TOTALI,"331,41","316,62","14,79","314,91",,,,inv_2013-12.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2013-12.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2013-07.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE D'INVASO
(Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2013-07.pdf,0,,,
,,,"luglio
2013","giugno
2013","scarto
mese prec.","luglio
2012",,,,inv_2013-07.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","6,64","7,93","-1,29","7,03",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","22,55","23,90","-1,35","18,86",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2013-07.pdf,0,,,
POMA,JATO,"72,50","62,72","67,65","-4,93","46,00",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
ARANCIO,CARBOJ,"34,80","24,23","26,51","-2,28","25,67",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
NICOLETTI,CRISA',"20,20","12,28","12,76","-0,48","14,77",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","15,63","16,04","-0,41","19,53",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
TRINITA',DELIA,"18,00","11,15","11,67","-0,52","11,70",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
OGLIASTRO,GORNALUNGA,"110,00","42,88","47,62","-4,74","65,14",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2013-07.pdf,0,,,
RUBINO,BIRGI,"11,50","5,92","10,89","-4,97","7,36",IRRIGUO,C.B. 1 - TRAPANI,,inv_2013-07.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","6,04","6,38","-0,34","6,21",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
CIMIA,CIMIA,"10,00","9,43","9,43","0,00","8,69",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
DISUERI,GELA,"23,60","3,13","4,21","-1,08","3,96",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2013-07.pdf,0,,,
ANCIPA,TROINA,"30,40","18,94","23,42","-4,48","16,65",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-07.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","78,44","93,39","-14,95","91,26",IRR. - ELETTR.,E.N.E.L.,,inv_2013-07.pdf,0,,,
FANACO,PLATANI,"20,70","18,15","18,92","-0,77","17,28",POTABILE,SICILIACQUE,,inv_2013-07.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","57,99","59,36","-1,37","60,65",POT. - IRR.,C.B. 2 - PALERMO,,inv_2013-07.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","17,62","20,17","-2,55","16,82",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
PRIZZI,RAIA,"9,20","6,81","7,03","-0,22","7,33",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-07.pdf,0,,,
OLIVO,OLIVO,"15,00","3,25","4,67","-1,42","4,80",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
LEONE,VERDURA,"4,19","3,69","4,04","-0,35","3,73",POT. - ELETTR.,SICILIACQUE,,inv_2013-07.pdf,0,,,
S. GIOVANNI,NARO,"16,30","14,38","15,32","-0,94","14,30",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,80","0,74","0,06","0,97",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","90,45","95,81","-5,36","92,35",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-07.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2013-07.pdf,0,,,
-5%,-9%,TOTALI,"533,12","587,86","-54,74","561,06",,,,inv_2013-07.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2013-07.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2013-02.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE D'INVASO
(Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2013-02.pdf,0,,,
,,,"febbraio
2013","gennaio
2013","scarto
mese prec.","febbraio
2012",,,,inv_2013-02.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","7,57","2,17","5,40","3,04",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","18,29","14,83","3,46","14,47",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2013-02.pdf,0,,,
POMA,JATO,"72,30","37,51","23,75","13,76","41,17",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
ARANCIO,CARBOJ,"34,80","28,58","22,13","6,45","23,93",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
NICOLETTI,CRISA',"20,20","12,30","12,32","-0,02","13,60",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","13,20","12,59","0,61","19,67",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
TRINITA',DELIA,"18,00","12,01","7,68","4,33","10,03",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
OGLIASTRO,GORNALUNGA,"110,00","37,87","35,60","2,27","55,00",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2013-02.pdf,0,,,
RUBINO,BIRGI,"11,50","6,64","4,48","2,16","7,55",IRRIGUO,C.B. 1 - TRAPANI,,inv_2013-02.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,48","5,37","0,11","5,67",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
CIMIA,CIMIA,"10,00","4,70","3,68","1,02","4,76",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
DISUERI,GELA,"23,60","3,75","3,75","0,00","4,06",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2013-02.pdf,0,,,
ANCIPA,TROINA,"30,40","16,03","5,83","10,20","12,33",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-02.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","39,88","26,68","13,20","53,39",IRR. - ELETTR.,E.N.E.L.,,inv_2013-02.pdf,0,,,
FANACO,PLATANI,"20,70","16,39","9,57","6,82","10,63",POTABILE,SICILIACQUE,,inv_2013-02.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","58,29","36,53","21,76","40,13",POT. - IRR.,C.B. 2 - PALERMO,,inv_2013-02.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","20,44","11,58","8,86","13,60",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
PRIZZI,RAIA,"9,20","7,88","4,05","3,83","5,28",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-02.pdf,0,,,
OLIVO,OLIVO,"15,00","3,80","3,44","0,36","3,16",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
LEONE,VERDURA,"4,19","3,88","3,54","0,34","3,67",POT. - ELETTR.,SICILIACQUE,,inv_2013-02.pdf,0,,,
S. GIOVANNI,NARO,"16,30","14,07","12,22","1,85","13,73",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,66","0,63","0,03","0,73",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","80,89","64,80","16,09","66,52",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-02.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2013-02.pdf,0,,,
6%,38%,TOTALI,"450,11","327,22","122,89","426,12",,,,inv_2013-02.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2013-02.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2013-03.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE D'INVASO
(Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2013-03.pdf,0,,,
,,,"marzo
2013","febbraio
2013","scarto
mese prec.","marzo
2012",,,,inv_2013-03.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","10,16","7,57","2,59","9,39",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","21,88","18,29","3,59","19,63",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2013-03.pdf,0,,,
POMA,JATO,"72,30","54,96","37,51","17,45","51,67",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
ARANCIO,CARBOJ,"34,80","26,69","28,58","-1,89","27,40",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
NICOLETTI,CRISA',"20,20","12,22","12,30","-0,08","15,47",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","13,63","13,20","0,43","20,13",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
TRINITA',DELIA,"18,00","11,64","12,01","-0,37","11,72",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
OGLIASTRO,GORNALUNGA,"110,00","38,93","37,87","1,06","70,30",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2013-03.pdf,0,,,
RUBINO,BIRGI,"11,50","8,83","6,64","2,19","8,66",IRRIGUO,C.B. 1 - TRAPANI,,inv_2013-03.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,70","5,48","0,22","6,64",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
CIMIA,CIMIA,"10,00","5,91","4,70","1,21","4,95",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
DISUERI,GELA,"23,60","3,21","3,75","-0,54","6,95",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2013-03.pdf,0,,,
ANCIPA,TROINA,"30,40","23,85","16,03","7,82","21,08",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-03.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","54,02","39,88","14,14","107,90",IRR. - ELETTR.,E.N.E.L.,,inv_2013-03.pdf,0,,,
FANACO,PLATANI,"20,70","19,35","16,39","2,96","17,08",POTABILE,SICILIACQUE,,inv_2013-03.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","65,00","58,29","6,71","57,38",POT. - IRR.,C.B. 2 - PALERMO,,inv_2013-03.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","19,37","20,44","-1,07","19,49",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
PRIZZI,RAIA,"9,20","7,55","7,88","-0,33","8,43",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-03.pdf,0,,,
OLIVO,OLIVO,"15,00","3,99","3,80","0,19","4,95",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
LEONE,VERDURA,"4,19","4,19","3,88","0,31","3,87",POT. - ELETTR.,SICILIACQUE,,inv_2013-03.pdf,0,,,
S. GIOVANNI,NARO,"16,30","15,74","14,07","1,67","15,92",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,69","0,66","0,03","0,75",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","99,30","80,89","18,41","96,41",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-03.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2013-03.pdf,0,,,
-13%,17%,TOTALI,"526,81","450,11","76,70","606,17",,,,inv_2013-03.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2013-03.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2013-08.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA'
TOTALE D'INVASO
(Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2013-08.pdf,0,,,
,,,"agosto
2013","luglio
2013","scarto
mese prec.","agosto
2012",,,,inv_2013-08.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","5,61","6,64","-1,03","5,72",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
PIANA DEGLI ALBANESI,BELICE DESTRO,"32,80","20,72","22,55","-1,83","17,20",IRR. - POT. - ELETTR.,E.N.E.L,,inv_2013-08.pdf,0,,,
POMA,JATO,"72,50","55,92","62,72","-6,80","39,70",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
ARANCIO,CARBOJ,"34,80","22,90","24,23","-1,33","23,99",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
NICOLETTI,CRISA',"20,20","11,82","12,28","-0,46","14,13",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
S. ROSALIA,IRMINIO,"20,00","14,84","15,63","-0,79","18,16",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
TRINITA',DELIA,"18,00","6,96","11,15","-4,19","7,34",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
OGLIASTRO,GORNALUNGA,"110,00","35,39","42,88","-7,49","54,53",IRRIGUO,C.B.7- CALTAGIRONE,,inv_2013-08.pdf,0,,,
RUBINO,BIRGI,"11,50","7,94","10,29","-2,35","5,52",IRRIGUO,C.B. 1 - TRAPANI,,inv_2013-08.pdf,0,,,
COMUNELLI,COMUNELI,"8,00","5,57","6,04","-0,47","5,78",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
CIMIA,CIMIA,"10,00","8,56","9,43","-0,87","8,26",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
DISUERI,GELA,"23,60","2,51","3,13","-0,62","2,88",IRRIGUO (*),DIP.TO DELL'ACQUA E DEI RIFIUTI,(*),inv_2013-08.pdf,0,,,
ANCIPA,TROINA,"30,40","11,45","18,94","-7,49","9,45",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-08.pdf,0,,,
POZZILLO,SALSO (SIMETO),"150,50","60,23","78,44","-18,21","72,26",IRR. - ELETTR.,E.N.E.L.,,inv_2013-08.pdf,0,,,
FANACO,PLATANI,"20,70","17,00","18,15","-1,15","15,60",POTABILE,SICILIACQUE,,inv_2013-08.pdf,0,,,
GARCIA,BELICE SINISTRO,"80,00","50,61","57,99","-7,38","51,65",POT. - IRR.,C.B. 2 - PALERMO,,inv_2013-08.pdf,0,,,
CASTELLO,MAGAZZOLO,"21,00","14,25","17,62","-3,37","12,93",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
PRIZZI,RAIA,"9,20","0,63","6,81","-6,18","6,55",IRR. - POT. - ELETTR.,E.N.E.L.,,inv_2013-08.pdf,0,,,
OLIVO,OLIVO,"15,00","2,66","3,25","-0,59","4,01",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
LEONE,VERDURA,"4,19","3,50","3,69","-0,19","3,58",POT. - ELETTR.,SICILIACQUE,,inv_2013-08.pdf,0,,,
S. GIOVANNI,NARO,"16,30","12,84","14,38","-1,54","12,67",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
GORGO LAGO,FOSSO GURRA,"3,41","0,64","0,80","-0,16","0,76",IRRIGUO,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
ROSAMARINA,S. LEONARDO,"100,00","83,54","90,45","-6,91","86,76",POT. - IRR.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2013-08.pdf,0,,,
Scarto anno precedente,Scarto mese preced.,,,,,,,,,inv_2013-08.pdf,0,,,
-5%,-15%,TOTALI,"456,09","537,49","-81,40","479,43",,,,inv_2013-08.pdf,0,,,
,,,,,,,,(*)=volume al netto interrimento,,inv_2013-08.pdf,0,,,
,,,,,,,,,,inv_2012-02.pdf,0,,,
PROSPETTO VOLUMI INVASATI NELLE DIGHE DELLA SICILIA,,,,,,,,,,inv_2012-02.pdf,0,,,
D I G A,CORSO D'ACQUA,"CAPACITA' TOTALE
D'INVASO (Mmc)",VOLUME Mmc,,,,UTILIZZAZIONE,ENTE GESTORE,,inv_2012-02.pdf,0,,,
,,,"febbraio
2012","gennaio
2012","scarto
mese prec.","febbraio
2011",,,,inv_2012-02.pdf,0,,,
SCANZANO,ELEUTERIO,"18,00","3,04","2,53","0,51","3,47",IRR. - POT.,DIP.TO DELL'ACQUA E DEI RIFIUTI,,inv_2012-02.pdf,0,,,
